trip_id,arrival_time,departure_time,stop_id,stop_sequence
TSLTB255_1410,19:10:00,19:10:00,S25,21
TSLTB255R_0815,08:15:00,08:15:00,S25,1
TSLTB255R_0815,08:29:15,08:29:15,S24,2
TSLTB255R_0815,08:43:30,08:43:30,S23,3
TSLTB255R_0815,08:57:45,08:57:45,S22,4
TSLTB255R_0815,09:12:00,09:12:00,S21,5
TSLTB255R_0815,09:26:15,09:26:15,S20,6
TSLTB255R_0815,09:40:30,09:40:30,S19,7
TSLTB255R_0815,09:54:45,09:54:45,S18,8
TSLTB255R_0815,10:09:00,10:09:00,S17,9
TSLTB255R_0815,10:23:15,10:23:15,S16,10
TSLTB255R_0815,10:37:30,10:37:30,S15,11
TSLTB255R_0815,10:51:45,10:51:45,S14,12
TSLTB255R_0815,11:06:00,11:06:00,S13,13
TSLTB255R_0815,11:20:15,11:20:15,S12,14
TSLTB255R_0815,11:34:30,11:34:30,S11,15
TSLTB255R_0815,11:48:45,11:48:45,S30,16
TSLTB255R_0815,12:03:00,12:03:00,S29,17
TSLTB255R_0815,12:17:15,12:17:15,S28,18
TSLTB255R_0815,12:31:30,12:31:30,S27,19
TSLTB255R_0815,12:45:45,12:45:45,S26,20
TSLTB255R_0815,13:00:00,13:00:00,S01,21
